#,3/11/17,,,,,,,,,,,,,,,,,
#,13:38:23,,,,,,,,,,,,,,,,,
# type cal (in 5 seconds),,,,,,,,,,,,,,,,,,
##,## ,,,,,,,,,,,,,,,,,
#0,0.0432,0.172,67.8,0,0.00381,0.1,1,1,0.244,0.00381,0.244,0.244,0.00381,0.00381,0,0,0,.
408,,,,,,,,,,,,,,,,,,
seconds,CO,CO2,PMred,flow,fluetemp,ThermoCo,PMgreen,FlowGrav,COtemp,gastemp,rlas,,,,,,,
temp,rboxtemp,glastemp,gboxtemp,gasboxRH,PMredRH,PMgrenRH,chiptemp,,,,,,,,,,,
556,-2,3950,147,30109,6147,218,7855,52998,98,6662,92,93,10659,6328,382,396,39,
0,732,,,,,,,,,,,,,,,,,
559,-4,4028,147,30199,6146,218,5899,52998,97,6664,92,92,5839,6328,380,394,389,
,732,,,,,,,,,,,,,,,,,
562,1,4030,147,30383,6149,218,7854,52998,98,6664,91,93,10664,6330,381,395,389,
,732,,,,,,,,,,,,,,,,,
565,-4,4029,147,30107,6147,218,5904,52998,98,6667,91,93,5841,6331,380,395,389,
,733,,,,,,,,,,,,,,,,,
568,-4,4028,147,30108,6148,217,7852,52998,98,6666,92,93,10676,6330,380,395,38,
9,733,,,,,,,,,,,,,,,,,
571,0,4028,147,29970,6148,217,5907,52999,98,6670,92,93,5843,6332,381,395,388,
732,,,,,,,,,,,,,,,,,,
574,-1,4030,147,29788,6147,217,7848,53000,97,6669,91,93,10685,6331,381,395,38,
8,732,,,,,,,,,,,,,,,,,
577,-3,4028,147,29944,6144,217,5912,52998,98,6673,92,92,5850,6333,380,395,388,
,733,,,,,,,,,,,,,,,,,
580,0,4028,147,29789,6143,217,7850,52998,99,6673,92,92,10687,6331,380,396,388,
,732,,,,,,,,,,,,,,,,,
583,-1,4028,148,29878,6138,217,5920,52997,98,6674,92,93,5854,6335,380,397,389,
,732,,,,,,,,,,,,,,,,,
586,-4,4027,148,29973,6140,217,7847,52997,97,6675,92,93,10699,6331,380,396,38,
9,733,,,,,,,,,,,,,,,,,
589,-2,4002,146,29963,6137,217,5923,52999,99,6677,91,93,5855,6333,381,396,389,
,732,,,,,,,,,,,,,,,,,
592,-1,4027,147,30110,6133,217,7847,52998,98,6676,91,93,10697,6336,381,396,38,
9,732,,,,,,,,,,,,,,,,,
595,-2,4028,147,29558,6135,217,5930,52998,97,6679,92,93,5863,6334,380,396,389,
,732,,,,,,,,,,,,,,,,,
598,-4,3952,147,29972,6134,217,7841,52998,98,6678,92,92,10711,6335,381,395,38,
8,733,,,,,,,,,,,,,,,,,
601,-2,4079,147,29973,6135,217,5932,52998,99,6681,92,93,5862,6337,380,396,388,
,733,,,,,,,,,,,,,,,,,
604,0,4004,147,29880,6135,217,7841,52998,98,6680,92,93,10718,6334,381,396,389,
,734,,,,,,,,,,,,,,,,,
607,-3,4080,146,30109,6139,217,5939,52997,98,6683,93,93,5860,6338,381,397,389,
,732,,,,,,,,,,,,,,,,,
610,2,4028,148,30203,6142,216,7844,52998,98,6683,93,92,10711,6336,380,397,388,
,733,,,,,,,,,,,,,,,,,
613,0,3950,147,29880,6144,217,5942,52998,99,6683,92,92,5866,6338,381,395,390,
732,,,,,,,,,,,,,,,,,,
616,2,4029,147,29972,6147,217,7839,52998,98,6685,93,92,10726,6337,379,396,389,
,733,,,,,,,,,,,,,,,,,
619,-4,4003,147,29879,6148,216,5951,52999,99,6689,92,93,5874,6338,380,395,389,
,732,,,,,,,,,,,,,,,,,
622,-1,3952,147,29791,6151,216,7832,52998,99,6688,92,92,10746,6338,381,396,38,
9,734,,,,,,,,,,,,,,,,,
625,-1,3950,148,29880,6152,216,5962,52998,99,6687,92,93,5880,6341,381,395,388,
,732,,,,,,,,,,,,,,,,,
628,0,3951,146,30112,6150,216,7831,52998,99,6688,92,93,10749,6338,380,397,388,
,732,,,,,,,,,,,,,,,,,
631,-1,3950,147,30109,6150,216,5959,52998,98,6693,91,92,5875,6340,380,396,388,
,732,,,,,,,,,,,,,,,,,
634,0,3951,148,29792,6151,216,7828,52997,98,6691,91,92,10759,6339,380,396,387,
,733,,,,,,,,,,,,,,,,,
637,-2,3951,148,29377,6148,216,5971,52998,98,6694,93,93,5884,6342,380,395,387,
,733,,,,,,,,,,,,,,,,,
640,-1,4003,147,29535,6147,216,7827,52997,98,6692,92,94,10766,6341,380,396,38,
8,733,,,,,,,,,,,,,,,,,
643,-3,4002,147,29881,6145,216,5975,52998,99,6697,91,93,5883,6341,381,396,388,
,733,,,,,,,,,,,,,,,,,
646,3,4003,147,30203,6141,216,7827,52998,97,6698,91,93,10769,6341,380,395,387,
,732,,,,,,,,,,,,,,,,,
649,-7,3951,148,29974,6141,216,5975,52999,98,6697,92,93,5886,6343,381,394,388,
,733,,,,,,,,,,,,,,,,,
652,1,3952,147,30110,6139,215,7826,52999,98,6697,93,93,10774,6344,379,395,388,
,732,,,,,,,,,,,,,,,,,
655,-1,3950,146,29973,6137,216,5977,52998,98,6703,92,92,5889,6341,380,394,387,
,734,,,,,,,,,,,,,,,,,
658,-5,3951,148,29883,6138,215,7823,52999,99,6699,93,93,10780,6345,380,394,38,
7,733,,,,,,,,,,,,,,,,,
661,3,3951,148,29973,6135,216,5988,52998,99,6704,93,93,5887,6344,380,394,389,
733,,,,,,,,,,,,,,,,,,
664,-1,4030,148,30112,6133,215,7820,52998,98,6703,91,94,10783,6344,380,393,38,
8,734,,,,,,,,,,,,,,,,,
667,-6,3977,148,29789,6131,216,5990,52998,98,6707,92,93,5894,6344,379,394,388,
,733,,,,,,,,,,,,,,,,,
670,0,3902,147,29288,6133,215,7820,53000,98,6706,92,92,10784,6344,379,395,389,
,733,,,,,,,,,,,,,,,,,
673,0,3903,147,30110,6136,216,5992,52999,99,6707,92,93,5895,6347,379,395,388,
733,,,,,,,,,,,,,,,,,,
676,-4,3907,146,29288,6135,216,7818,52998,99,6708,92,93,10788,6347,379,394,38,
9,733,,,,,,,,,,,,,,,,,
679,0,3919,147,29881,6137,216,5992,52998,97,6709,92,93,5893,6348,380,395,389,
733,,,,,,,,,,,,,,,,,,
682,-2,3880,148,30113,6136,215,7824,53000,99,6709,92,94,10782,6347,380,395,38,
9,733,,,,,,,,,,,,,,,,,
685,-3,3967,147,29882,6137,216,5985,52999,99,6712,92,92,5896,6347,380,395,388,
,733,,,,,,,,,,,,,,,,,
688,-2,3897,147,28877,6136,215,7815,52999,98,6711,92,93,10797,6350,381,394,38,
8,734,,,,,,,,,,,,,,,,,
691,1,3976,147,30202,6136,215,5998,52999,99,6714,93,93,5897,6350,379,395,389,
734,,,,,,,,,,,,,,,,,,
694,-5,3952,147,29978,6139,215,7817,52998,100,6716,92,93,10800,6348,379,395,3,
89,733,,,,,,,,,,,,,,,,,
697,-5,3952,146,29562,6143,215,6003,52998,98,6714,92,94,5903,6350,379,395,390,
,733,,,,,,,,,,,,,,,,,
700,-2,3952,146,29793,6145,215,7817,52997,99,6715,92,94,10804,6351,380,395,38,
9,734,,,,,,,,,,,,,,,,,
703,-4,3952,148,30112,6146,216,6012,52998,98,6718,93,94,5908,6352,380,396,389,
,734,,,,,,,,,,,,,,,,,
706,-5,3951,147,30105,6151,215,7808,52998,98,6720,93,93,10823,6351,380,396,39,
0,734,,,,,,,,,,,,,,,,,
709,-5,3952,147,29565,6150,215,6016,52998,98,6720,93,92,5903,6352,380,395,389,
,733,,,,,,,,,,,,,,,,,
712,2,4004,147,30206,6152,215,7810,52998,99,6720,93,92,10818,6351,380,396,389,
,733,,,,,,,,,,,,,,,,,
715,-7,4004,148,29792,6154,215,6016,52997,99,6722,93,94,5907,6353,379,396,389,
,734,,,,,,,,,,,,,,,,,
718,-4,4057,148,29982,6154,215,7810,52999,99,6725,93,94,10820,6353,380,396,38,
9,735,,,,,,,,,,,,,,,,,
721,-2,4055,147,29563,6157,216,6020,52999,100,6725,92,93,5908,6356,379,395,38,
9,734,,,,,,,,,,,,,,,,,
724,-3,4055,146,29885,6157,215,7803,52998,98,6725,93,93,10832,6352,379,396,39,
0,733,,,,,,,,,,,,,,,,,
727,-4,4055,146,29885,6155,216,6022,52998,101,6730,92,94,5907,6355,380,395,38,
9,733,,,,,,,,,,,,,,,,,
730,-3,4055,148,30115,6156,215,7804,52999,98,6729,92,93,10831,6352,379,396,38,
9,733,,,,,,,,,,,,,,,,,
733,-2,4131,147,29059,6158,216,6024,52999,99,6730,92,94,5909,6355,379,395,389,
,734,,,,,,,,,,,,,,,,,
736,2,4133,146,29887,6159,215,7798,52999,100,6730,93,93,10843,6357,380,396,38,
8,734,,,,,,,,,,,,,,,,,
739,-8,4132,147,29977,6163,216,6034,52997,99,6732,92,94,5911,6356,380,395,389,
,734,,,,,,,,,,,,,,,,,
742,-5,4132,147,29887,6163,216,7803,52998,99,6733,92,94,10839,6357,379,395,38,
9,734,,,,,,,,,,,,,,,,,
745,-3,4184,148,30113,6167,216,6036,52999,99,6734,92,93,5913,6357,380,395,388,
,733,,,,,,,,,,,,,,,,,
748,-4,4185,146,30116,6165,216,7800,52997,100,6732,92,94,10845,6359,380,396,3,
88,733,,,,,,,,,,,,,,,,,
751,-1,4133,148,30113,6167,216,6037,52999,99,6736,92,93,5913,6358,380,395,388,
,733,,,,,,,,,,,,,,,,,
754,-4,4134,146,30208,6172,216,7801,52998,98,6738,93,93,10844,6358,379,396,38,
9,733,,,,,,,,,,,,,,,,,
757,-1,4132,147,30073,6174,216,6041,52997,100,6737,92,92,5919,6360,379,395,38,
9,734,,,,,,,,,,,,,,,,,
760,-5,4132,147,30117,6174,216,7793,52998,98,6737,93,93,10864,6359,379,397,38,
8,734,,,,,,,,,,,,,,,,,
763,-5,4132,146,29977,6173,216,6045,52999,99,6741,92,93,5919,6360,380,396,387,
,734,,,,,,,,,,,,,,,,,
766,-3,4185,146,29473,6170,216,7797,52999,100,6739,92,94,10851,6360,379,396,3,
88,734,,,,,,,,,,,,,,,,,
769,2,4132,146,28961,6168,216,6045,52998,99,6742,93,92,5923,6360,379,396,388,
735,,,,,,,,,,,,,,,,,,
772,-7,4186,147,30116,6168,217,7792,52998,100,6743,93,92,10866,6361,379,397,3,
88,733,,,,,,,,,,,,,,,,,
775,-2,4133,147,29975,6168,216,6058,52998,98,6743,92,93,5920,6364,381,396,388,
,734,,,,,,,,,,,,,,,,,
778,1,4055,147,29797,6171,216,7792,52999,99,6742,92,94,10867,6361,379,397,389,
,734,,,,,,,,,,,,,,,,,
781,-11,4056,147,29884,6171,216,6059,53000,99,6745,92,93,5924,6363,380,396,39,
0,734,,,,,,,,,,,,,,,,,
784,-2,4056,148,29832,6168,216,7795,52998,99,6746,92,93,10865,6362,379,398,38,
9,733,,,,,,,,,,,,,,,,,
787,-3,4132,147,30114,6172,216,6057,52998,100,6748,93,94,5922,6366,379,397,38,
8,734,,,,,,,,,,,,,,,,,
790,-3,4132,147,30118,6172,216,7791,52998,100,6747,92,93,10869,6364,379,396,3,
90,733,,,,,,,,,,,,,,,,,
793,-3,4133,147,29977,6175,215,6061,52998,100,6748,92,94,5926,6367,380,396,39,
0,734,,,,,,,,,,,,,,,,,
796,-3,4133,147,29598,6177,215,7785,52998,98,6748,93,93,10883,6365,379,396,39,
0,734,,,,,,,,,,,,,,,,,
799,-4,4132,147,29978,6180,216,6070,52999,100,6751,92,94,5922,6366,380,395,39,
0,734,,,,,,,,,,,,,,,,,
802,-3,4133,147,29797,6183,215,7794,53000,100,6752,93,94,10869,6366,379,397,3,
90,734,,,,,,,,,,,,,,,,,
805,-3,4183,146,29886,6186,216,6063,52997,99,6756,92,93,5925,6367,379,396,390,
,735,,,,,,,,,,,,,,,,,
808,-4,4185,148,29386,6186,215,7788,52997,99,6754,92,92,10881,6364,379,396,39,
0,734,,,,,,,,,,,,,,,,,
811,-5,4185,147,29605,6189,215,6072,52997,99,6757,93,93,5927,6367,379,396,389,
,733,,,,,,,,,,,,,,,,,
814,-1,4261,146,29568,6190,215,7783,52999,100,6757,92,93,10890,6369,379,397,3,
90,734,,,,,,,,,,,,,,,,,
817,-4,4263,147,29566,6189,216,6074,52998,100,6758,94,94,5931,6366,379,396,38,
9,734,,,,,,,,,,,,,,,,,
820,-5,4238,147,29980,6191,216,7784,52999,98,6758,92,93,10894,6369,379,396,39,
0,734,,,,,,,,,,,,,,,,,
823,-3,4236,146,30116,6191,216,6078,52996,99,6761,93,94,5933,6370,378,396,390,
,733,,,,,,,,,,,,,,,,,
826,-4,4237,146,30208,6195,216,7781,52998,100,6759,93,93,10897,6369,380,397,3,
90,734,,,,,,,,,,,,,,,,,
829,-7,4236,146,29980,6193,216,6083,52999,99,6762,93,94,5932,6370,379,396,389,
,733,,,,,,,,,,,,,,,,,
832,-2,4237,147,29570,6195,215,7778,52998,100,6764,92,94,10902,6370,379,396,3,
89,734,,,,,,,,,,,,,,,,,
835,-4,4238,146,30300,6193,216,6084,52999,100,6765,91,94,5934,6371,379,396,38,
9,734,,,,,,,,,,,,,,,,,
838,-5,4239,149,29890,6194,216,7776,52998,99,6768,93,94,10906,6371,379,396,39,
0,734,,,,,,,,,,,,,,,,,
841,-1,4239,146,29566,6194,216,6088,52998,99,6766,93,93,5932,6371,379,395,389,
,734,,,,,,,,,,,,,,,,,
844,-8,4239,148,29293,6195,216,7774,52998,99,6766,93,94,10913,6372,380,396,39,
0,734,,,,,,,,,,,,,,,,,
847,-2,4291,148,29889,6197,216,6093,53000,100,6769,92,93,5938,6372,379,396,39,
0,734,,,,,,,,,,,,,,,,,
850,-6,4239,146,29891,6198,216,7772,52998,99,6770,94,93,10922,6374,380,396,39,
0,735,,,,,,,,,,,,,,,,,
853,2,4239,147,29796,6200,216,6097,52999,99,6769,93,93,5936,6375,378,396,391,
735,,,,,,,,,,,,,,,,,,
856,-4,4239,147,29798,6199,215,7769,52998,100,6771,93,94,10922,6375,379,397,3,
89,735,,,,,,,,,,,,,,,,,
859,-2,4241,148,29797,6200,215,6099,52998,100,6774,93,94,5940,6376,378,397,38,
9,733,,,,,,,,,,,,,,,,,
862,-1,4242,148,29798,6201,215,7768,52998,99,6773,93,93,10929,6376,379,397,39,
1,734,,,,,,,,,,,,,,,,,
865,-3,4322,148,29796,6204,215,6106,52999,100,6775,92,93,5940,6377,379,395,39,
0,734,,,,,,,,,,,,,,,,,
868,-4,4322,147,28975,6204,215,7770,53000,100,6775,92,94,10927,6375,379,396,3,
90,734,,,,,,,,,,,,,,,,,
871,-1,4323,146,30115,6203,215,6104,52999,99,6775,92,93,5938,6379,379,396,389,
,734,,,,,,,,,,,,,,,,,
874,-3,4377,147,29677,6205,215,7771,52997,100,6776,93,93,10921,6376,379,396,3,
89,734,,,,,,,,,,,,,,,,,
877,0,4300,147,29797,6200,215,6104,53000,98,6778,93,94,5940,6378,380,395,389,
735,,,,,,,,,,,,,,,,,,
880,-5,4303,147,29892,6200,215,7771,52997,100,6779,94,93,10921,6378,379,396,3,
88,735,,,,,,,,,,,,,,,,,
883,2,4304,147,29981,6198,215,6106,52998,101,6779,92,94,5940,6380,380,395,387,
,734,,,,,,,,,,,,,,,,,
886,-2,4307,147,29892,6194,215,7764,52998,100,6778,92,92,10938,6377,379,397,3,
88,735,,,,,,,,,,,,,,,,,
889,-4,4311,147,29792,6194,215,6114,52998,100,6782,94,93,5942,6381,379,396,38,
7,735,,,,,,,,,,,,,,,,,
892,-2,4312,148,29480,6190,215,7775,52998,99,6782,93,93,10922,6378,379,396,38,
7,734,,,,,,,,,,,,,,,,,
895,-1,4343,148,30209,6187,215,6109,52997,100,6783,93,95,5940,6380,379,396,38,
7,735,,,,,,,,,,,,,,,,,
898,1,4321,147,29897,6185,215,7766,52999,98,6781,93,95,10934,6380,378,396,387,
,735,,,,,,,,,,,,,,,,,
901,-4,4301,147,29922,6181,215,6114,52996,100,6786,93,94,5941,6381,379,395,38,
6,735,,,,,,,,,,,,,,,,,
904,3,4243,149,29800,6177,215,7759,52997,99,6787,93,93,10940,6382,379,394,386,
,735,,,,,,,,,,,,,,,,,
907,0,4265,146,29798,6172,215,6118,52997,100,6785,92,93,5942,6381,379,395,386,
,735,,,,,,,,,,,,,,,,,
910,0,4212,147,29800,6169,215,7764,52997,100,6788,93,93,10943,6380,378,393,38,
6,735,,,,,,,,,,,,,,,,,
913,3,4134,146,29562,6165,215,6122,52999,101,6789,93,93,5943,6383,379,393,385,
,735,,,,,,,,,,,,,,,,,
916,-1,4211,147,29572,6161,215,7763,52996,100,6791,93,94,10946,6382,378,394,3,
86,735,,,,,,,,,,,,,,,,,
919,3,4134,147,29798,6154,215,6126,52997,99,6792,92,95,5946,6382,379,392,385,
735,,,,,,,,,,,,,,,,,,
922,5,4133,147,29572,6152,215,7764,52997,100,6794,92,93,10947,6384,380,394,38,
6,736,,,,,,,,,,,,,,,,,
925,-4,4082,146,29891,6150,215,6126,52998,100,6794,93,93,5946,6383,379,394,38,
6,735,,,,,,,,,,,,,,,,,
928,6,4083,148,28959,6147,215,7759,52997,100,6797,93,94,10950,6383,379,394,38,
5,734,,,,,,,,,,,,,,,,,
931,0,4004,146,29384,6148,215,6128,52997,100,6794,93,95,5945,6385,379,394,386,
,735,,,,,,,,,,,,,,,,,
934,2,4031,147,29892,6146,215,7757,52998,100,6796,94,93,10953,6386,378,394,38,
6,735,,,,,,,,,,,,,,,,,
937,1,4030,146,30120,6144,215,6135,52999,101,6797,94,94,5944,6385,378,394,386,
,735,,,,,,,,,,,,,,,,,
940,3,4029,148,29983,6141,215,7762,52998,101,6798,94,94,10944,6387,379,393,38,
6,734,,,,,,,,,,,,,,,,,
943,0,4083,148,29799,6141,215,6131,52996,100,6801,92,94,5949,6386,378,394,386,
,735,,,,,,,,,,,,,,,,,
946,2,4031,146,29801,6140,215,7756,53000,101,6799,93,93,10959,6388,378,393,38,
5,734,,,,,,,,,,,,,,,,,
949,-1,4029,147,29570,6139,215,6139,52997,101,6803,93,95,5948,6388,379,393,38,
6,735,,,,,,,,,,,,,,,,,
952,6,4031,147,29080,6138,215,7752,52998,101,6802,92,93,10963,6387,378,392,38,
5,735,,,,,,,,,,,,,,,,,
955,3,3954,147,29067,6139,215,6142,52998,100,6804,94,94,5949,6389,379,393,384,
,735,,,,,,,,,,,,,,,,,
958,3,3952,147,28792,6135,215,7757,52998,100,6804,93,95,10961,6389,378,392,38,
5,734,,,,,,,,,,,,,,,,,
961,4,3953,146,29065,6135,215,6144,52997,100,6807,94,94,5951,6389,378,393,385,
,735,,,,,,,,,,,,,,,,,
964,4,3903,147,29803,6133,215,7751,52997,99,6805,93,94,10969,6389,378,392,384,
,736,,,,,,,,,,,,,,,,,
967,3,3978,147,29569,6130,215,6150,52998,100,6808,93,95,5948,6391,378,393,385,
,735,,,,,,,,,,,,,,,,,
970,4,3979,149,29804,6129,215,7760,52997,100,6808,94,95,10951,6390,377,395,38,
4,736,,,,,,,,,,,,,,,,,
973,2,3980,147,29571,6126,215,6139,52998,100,6809,93,95,5950,6393,378,394,384,
,735,,,,,,,,,,,,,,,,,
976,6,3904,147,29894,6126,215,7751,52998,100,6810,92,95,10966,6390,378,394,38,
4,735,,,,,,,,,,,,,,,,,
979,5,3980,147,29801,6123,215,6153,52999,100,6809,93,95,5948,6392,377,394,384,
,735,,,,,,,,,,,,,,,,,
982,6,3980,147,29985,6123,215,7756,52998,101,6810,94,94,10964,6391,378,393,38,
5,735,,,,,,,,,,,,,,,,,
985,5,3852,147,29800,6122,215,6149,52998,101,6813,92,94,5953,6392,378,392,384,
,735,,,,,,,,,,,,,,,,,
988,4,3851,148,29802,6122,215,7745,53000,99,6814,92,94,10980,6394,378,392,385,
,735,,,,,,,,,,,,,,,,,
991,4,3850,149,29799,6121,215,6157,52999,100,6815,94,94,5950,6394,378,392,385,
,735,,,,,,,,,,,,,,,,,
994,4,3902,147,29987,6118,215,7747,52999,99,6814,94,95,10980,6396,378,392,384,
,735,,,,,,,,,,,,,,,,,
997,8,3850,147,29800,6119,215,6159,52998,100,6814,92,93,5952,6394,378,391,384,
,735,,,,,,,,,,,,,,,,,
1000,1,3851,149,29802,6119,215,7744,53000,101,6814,93,94,10974,6397,378,392,3,
84,735,,,,,,,,,,,,,,,,,
1003,10,3850,146,29892,6118,215,6156,52998,100,6817,94,94,5955,6396,378,392,3,
84,735,,,,,,,,,,,,,,,,,
1006,4,3850,146,29925,6118,215,7746,52998,99,6818,94,95,10979,6395,377,393,38,
5,734,,,,,,,,,,,,,,,,,
1009,6,3852,148,29800,6115,215,6157,52998,101,6821,93,95,5956,6399,378,393,38,
4,734,,,,,,,,,,,,,,,,,
1012,10,3852,146,28979,6116,215,7751,52999,101,6822,94,95,10973,6396,377,393,,
384,736,,,,,,,,,,,,,,,,,
1015,4,3850,147,29893,6117,215,6159,52998,100,6822,93,94,5954,6396,377,393,38,
5,735,,,,,,,,,,,,,,,,,
1018,4,3849,147,30106,6119,215,7752,52997,100,6821,93,93,10970,6399,377,394,3,
86,735,,,,,,,,,,,,,,,,,
1021,7,3850,147,29892,6123,215,6164,52997,101,6824,93,95,5953,6401,376,395,38,
7,735,,,,,,,,,,,,,,,,,
1024,6,3851,148,29389,6128,215,7746,52999,100,6825,94,94,10980,6398,377,395,3,
88,735,,,,,,,,,,,,,,,,,
1027,5,3798,147,29480,6135,215,6164,52997,101,6826,94,95,5959,6402,376,395,38,
8,735,,,,,,,,,,,,,,,,,
1030,6,3851,147,29803,6141,215,7738,52998,101,6826,94,95,10997,6402,378,394,3,
88,736,,,,,,,,,,,,,,,,,
1033,2,3928,146,29583,6149,215,6184,52998,100,6827,93,93,5954,6402,377,396,38,
9,735,,,,,,,,,,,,,,,,,
1036,8,3928,147,29390,6153,215,7739,52997,100,6829,94,94,10994,6404,376,395,3,
88,735,,,,,,,,,,,,,,,,,
1039,12,3850,148,29801,6161,215,6175,52999,100,6831,94,95,5959,6403,376,395,3,
89,735,,,,,,,,,,,,,,,,,
1042,3,3903,147,29390,6169,215,7735,52999,101,6831,93,94,10997,6403,377,397,3,
90,736,,,,,,,,,,,,,,,,,
1045,3,3902,148,29892,6175,215,6186,52999,101,6829,93,93,5953,6405,377,397,38,
9,735,,,,,,,,,,,,,,,,,
1048,8,3851,147,29896,6183,215,7737,52996,100,6832,94,94,10996,6402,377,397,3,
89,735,,,,,,,,,,,,,,,,,
1051,10,3901,147,29573,6189,215,6185,52998,100,6832,93,94,5958,6406,377,397,3,
90,736,,,,,,,,,,,,,,,,,
1054,7,3953,147,30400,6195,215,7735,52998,101,6833,92,94,11004,6406,377,399,3,
90,735,,,,,,,,,,,,,,,,,
1057,9,4030,147,29802,6202,215,6185,53000,100,6836,94,94,5958,6408,377,399,39,
0,736,,,,,,,,,,,,,,,,,
1060,10,4082,147,30124,6208,215,7735,52999,101,6837,93,95,11004,6406,377,398,,
390,735,,,,,,,,,,,,,,,,,
1063,6,4134,147,30123,6215,215,6191,52998,100,6839,93,94,5958,6407,377,398,39,
0,736,,,,,,,,,,,,,,,,,
1066,10,4185,148,29804,6220,215,7736,52998,101,6840,94,94,11006,6407,377,398,,
389,735,,,,,,,,,,,,,,,,,
1069,8,4185,147,29298,6225,215,6193,52999,101,6840,94,94,5957,6409,377,398,38,
9,736,,,,,,,,,,,,,,,,,
1072,6,4186,147,29483,6231,215,7736,52996,102,6839,93,94,11003,6408,376,398,3,
89,734,,,,,,,,,,,,,,,,,
1075,10,4186,147,28886,6234,215,6193,52999,100,6841,94,94,5958,6410,377,399,3,
90,735,,,,,,,,,,,,,,,,,
1078,5,4263,146,29576,6238,215,7735,52999,101,6841,95,95,11005,6410,378,398,3,
89,735,,,,,,,,,,,,,,,,,
1081,8,4316,146,30121,6243,215,6197,52999,101,6842,93,94,5961,6411,377,399,38,
8,735,,,,,,,,,,,,,,,,,
1084,6,4316,147,29898,6247,215,7733,52999,100,6842,93,95,11008,6411,376,397,3,
89,736,,,,,,,,,,,,,,,,,
1087,6,4263,148,30124,6251,215,6191,52999,101,6843,93,95,5961,6410,377,398,39,
0,735,,,,,,,,,,,,,,,,,
1090,13,4238,147,29896,6257,215,7732,52999,101,6845,93,95,11012,6412,378,397,,
390,736,,,,,,,,,,,,,,,,,
1093,9,4315,147,29894,6262,215,6196,52997,100,6847,93,94,5961,6413,377,397,39,
2,736,,,,,,,,,,,,,,,,,
1096,7,4367,147,29402,6268,215,7733,52998,101,6846,93,94,11013,6412,378,397,3,
90,736,,,,,,,,,,,,,,,,,
1099,8,4366,147,29986,6271,215,6197,52998,101,6850,94,94,5961,6412,378,397,39,
2,736,,,,,,,,,,,,,,,,,
1102,6,4318,146,29988,6277,215,7726,52999,100,6848,93,94,11018,6415,377,399,3,
91,735,,,,,,,,,,,,,,,,,
1105,7,4315,148,30123,6279,215,6202,52999,102,6847,93,94,5964,6416,378,400,39,
0,736,,,,,,,,,,,,,,,,,
1108,3,4316,147,29570,6282,215,7731,52999,100,6852,94,94,11018,6414,378,399,3,
90,736,,,,,,,,,,,,,,,,,
1111,3,4290,146,29803,6285,215,6205,52998,100,6852,93,94,5961,6416,378,399,39,
1,736,,,,,,,,,,,,,,,,,
1114,9,4294,148,29073,6289,215,7727,52999,100,6852,94,95,11018,6414,376,400,3,
91,736,,,,,,,,,,,,,,,,,
1117,3,4378,146,29481,6289,215,6204,52998,100,6853,94,95,5963,6418,378,400,39,
0,736,,,,,,,,,,,,,,,,,
1120,4,4443,147,29793,6288,215,7730,52998,100,6856,94,95,11015,6417,378,399,3,
90,736,,,,,,,,,,,,,,,,,
1123,10,4454,147,29932,6291,215,6208,52998,101,6856,93,95,5962,6417,378,399,3,
90,736,,,,,,,,,,,,,,,,,
1126,3,4542,148,29804,6292,215,7725,52998,101,6856,93,95,11025,6420,377,397,3,
91,736,,,,,,,,,,,,,,,,,
1129,6,4597,146,29803,6292,215,6204,52997,100,6857,94,94,5967,6418,378,399,39,
1,736,,,,,,,,,,,,,,,,,
1132,4,4598,147,30126,6295,215,7718,52998,101,6859,93,95,11039,6418,379,398,3,
90,736,,,,,,,,,,,,,,,,,
1135,3,4598,147,30093,6295,215,6212,52998,100,6861,93,95,5965,6420,379,397,39,
1,735,,,,,,,,,,,,,,,,,
1138,11,4524,147,30219,6295,215,7722,52998,100,6860,93,95,11046,6421,378,398,,
391,736,,,,,,,,,,,,,,,,,
